timestamp,topic,message
2025-11-27T10:50:14.645000+00:00,bhkw/warning,True
2025-11-27T10:50:14.680000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:14.704000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:14.704000+00:00,bhkw/error,False
2025-11-27T10:50:14.706000+00:00,bhkw/sollwert,70
2025-11-27T10:50:15.654000+00:00,bhkw/warning,True
2025-11-27T10:50:15.683000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:15.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:15.701000+00:00,bhkw/error,False
2025-11-27T10:50:15.704000+00:00,bhkw/sollwert,70
2025-11-27T10:50:16.674000+00:00,bhkw/warning,True
2025-11-27T10:50:16.700000+00:00,bhkw/sollwert,70
2025-11-27T10:50:16.702000+00:00,bhkw/error,False
2025-11-27T10:50:16.703000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:17.655000+00:00,bhkw/warning,True
2025-11-27T10:50:17.693000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:17.703000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:17.704000+00:00,bhkw/error,False
2025-11-27T10:50:17.730000+00:00,bhkw/sollwert,70
2025-11-27T10:50:18.672000+00:00,bhkw/warning,True
2025-11-27T10:50:18.694000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:18.700000+00:00,bhkw/sollwert,70
2025-11-27T10:50:18.702000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:50:18.702000+00:00,bhkw/error,False
2025-11-27T10:50:19.661000+00:00,bhkw/warning,True
2025-11-27T10:50:19.690000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:19.696000+00:00,bhkw/sollwert,70
2025-11-27T10:50:19.700000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:19.700000+00:00,bhkw/error,False
2025-11-27T10:50:20.682000+00:00,bhkw/warning,True
2025-11-27T10:50:20.697000+00:00,bhkw/sollwert,70
2025-11-27T10:50:20.700000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:20.700000+00:00,bhkw/error,False
